0.15714285714285714,213.4
0.17142857142857143,179.6
0.18571428571428572,175.2
0.2,176.7
0.21428571428571427,172.5
0.22857142857142856,171.2
0.24285714285714285,171.7
0.2571428571428571,128.2
0.2714285714285714,128.6
0.2857142857142857,127.6
0.3,127.4
0.3142857142857143,128.0
0.32857142857142857,128.3
0.34285714285714286,129.7
0.35714285714285715,130.0
0.37142857142857144,130.1
0.38571428571428573,131.1
0.4,130.5
0.4142857142857143,131.5
0.42857142857142855,131.6
0.44285714285714284,133.8
0.45714285714285713,135.3
0.4714285714285714,132.4
0.4857142857142857,134.7
0.5,148.3
0.5142857142857142,199.6
0.5285714285714286,193.6
0.5428571428571428,200.5
0.5571428571428572,194.8
0.5714285714285714,193.2
0.5857142857142857,191.0
0.6,193.7
0.6142857142857143,206.4
0.6285714285714286,192.4
0.6428571428571429,189.2
0.6571428571428571,189.4
0.6714285714285714,186.9
0.6857142857142857,184.3
0.7,184.4
0.7142857142857143,184.5
